YONAGUNIJIMA, 24.4666666667, 123.010555556
IRIOMOTEJIMA, 24.4277777778, 123.765555556
ISHIGAKIJIMA, 24.3366666667, 124.164444444
NEW ISHIGAKI AIRPORT, 24.3963888889, 124.245
ISHIGAKIJIMA/OMOTODAKE, 24.4266666667, 124.182222222
SHIMOJISHIMA AIRPORT, 24.8266666667, 125.144722222
MIYAKO AIRPORT, 24.7827777778, 125.295
MIYAKOJIMA, 24.7944444444, 125.278333333
IWOTO, 24.7841666667, 141.322222222
MINAMITORISHIMA, 24.2883333333, 153.983333333
BUTARITARI, 3.03333333333, 172.783333333
TARAWA, 1.35, 172.916666667
TARAWA TIDE AWS, 1.35, 172.933333333
TARAWA , 1.38333333333, 173.15
BERU, -1.35, 176.0
ARORAE, -2.66666666667, 176.833333333
BOUNNEUA, 21.6333333333, 101.883333333
LUANG NAMTHA , 21.05, 101.466666667
OUDOMXAY, 20.6833333333, 102.0
HOUEI-SAI *, 20.25, 100.433333333
VIENGSAY, 20.4166666667, 104.233333333
LUANG-PRABANG, 19.8833333333, 102.133333333
PLAINE DES JARRES , 19.4666666667, 103.133333333
PAKLAY, 18.2, 101.2
NAM THANE, 19.1166666667, 101.55
SAYABOURY, 19.2333333333, 101.733333333
VANGVIENG, 18.9166666667, 102.45
VIENTIANE, 17.95, 102.566666667
PHONHONG, 18.4666666667, 102.4
HAT DOKEO, 17.85, 102.6
NAPHENG , 18.2666666667, 102.95
THANGONE, 18.2833333333, 102.633333333
THAKHEK, 17.3833333333, 104.85
SAVANNAKHET, 16.55, 104.65
SENO, 16.6666666667, 105.0
SARAVANE, 15.6833333333, 106.433333333
PAKSE, 15.1166666667, 105.766666667
PAKSONG, 15.1833333333, 106.2
ATTOPEU, 14.8, 106.833333333
TAIPA GRANDE, 22.16, 113.565
TAIPA, 22.16, 113.565
KA-HO, 22.1358333333, 113.5775
MACAO/FORTALEZA DO MONTE, 22.1983333333, 113.539166667
LANGKAWI, 6.33333333333, 99.7333333333
PENANG/BAYAN LEPAS, 5.3, 100.266666667
BUTTERWORTH, 5.46666666667, 100.383333333
ALOR STAR, 6.2, 100.4
CHUPING, 6.48333333333, 100.266666667
KOTA BHARU, 6.16666666667, 102.283333333
KUALA KRAI, 5.53333333333, 102.2
KUALA TRENGGANU, 5.38333333333, 103.1
KUALA TRENGGANU/CLIM, 5.33333333333, 103.133333333
SITIAWAN, 4.21666666667, 100.7
LUBUK MERBAU, 4.8, 100.9
IPOH, 4.56666666667, 101.1
CAMERON HIGHLANDS, 4.46666666667, 101.366666667
BATU EMBUN, 3.96666666667, 102.35
KUALA LUMPUR/SUBANG, 3.11666666667, 101.55
PETALING JAYA, 3.1, 101.65
MUADZAM SHAH, 3.05, 103.083333333
KUALA LUMPUR INTERNATIONAL AIRPORT , 2.71666666667, 101.7
TEMERLOH, 3.46666666667, 102.383333333
KUANTAN, 3.78333333333, 103.216666667
MALACCA, 2.26666666667, 102.25
BATU PAHAT, 1.86666666667, 102.983333333
KLUANG, 2.01666666667, 103.316666667
MERSING, 2.45, 103.833333333
JOHORE BHARU/SENAI, 1.63333333333, 103.666666667
KUCHING, 1.48333333333, 110.333333333
SRI AMAN/SIMANGGANG, 1.21666666667, 111.45
SIBU, 2.33333333333, 111.833333333
BINTULU, 3.2, 113.033333333
MIRI, 4.33305555556, 113.983333333
LABUAN, 5.3, 115.25
KOTA KINABALU, 5.93333333333, 116.05
KUDAT, 6.91666666667, 116.833333333
TAWAU, 4.26666666667, 117.883333333
SANDAKAN, 5.9, 118.066666667
HOMALIN, 24.8666666667, 94.9166666667
PINLEBU, 24.0833333333, 95.3666666667
KATHA, 24.1666666667, 96.3333333333
BHAMO, 24.2666666667, 97.2
MAWLAIK, 23.6333333333, 94.4166666667
KALEMYO, 23.2, 94.0666666667
KALEWA, 23.2, 94.3
FALAM, 22.9166666667, 93.6833333333
SHWEBO, 22.5833333333, 95.7166666667
LASHIO, 22.9333333333, 97.75
GANGAW, 22.1666666667, 94.1333333333
MONYWA, 22.1, 95.1333333333
HSIPAW, 22.6, 97.3
MANDALAY, 21.9833333333, 96.1
MINDAT, 21.3833333333, 93.95
MYINGYAN, 21.4666666667, 95.3833333333
NYAUNG-U, 21.2, 94.9166666667
MEIKTILA, 20.8333333333, 95.8333333333
TAUNGGYI, 20.7833333333, 97.05
LOILEM, 20.9166666667, 97.55
KENGTUNG, 21.3, 99.6166666667
SITTWE, 20.1333333333, 92.8833333333
MINBU, 20.1666666667, 94.8833333333
YAMETHIN, 20.4166666667, 96.15
PINLAUNG, 20.1333333333, 96.7666666667
MONGHSAT, 20.55, 99.2666666667
KYAUKPYU, 19.4166666667, 93.55
PYINMANA, 19.7166666667, 96.2166666667
LOIKAW, 19.6833333333, 97.2166666667
PROME, 18.8, 95.2166666667
TOUNGOO, 18.9166666667, 96.4666666667
SANDOWAY, 18.4666666667, 94.35
HINTHADA, 17.6666666667, 95.4166666667
THARRAWADDY, 17.6333333333, 95.8
SHWEGYIN, 17.9166666667, 96.8666666667
PAPUN, 18.0666666667, 97.45
BAGO, 17.3330555556, 96.5
PATHEIN, 16.7666666667, 94.7666666667
MAUBIN, 16.7333333333, 95.65
MINGALADON, 16.8997222222, 96.1833333333
YANGON, 16.7666666667, 96.1666666667
THATON, 16.9166666667, 97.3666666667
HPAAN, 16.75, 97.6666666667
MAWLAMYINE, 16.5, 97.6166666667
YE, 15.25, 97.8666666667
DAWEI, 14.1, 98.2166666667
COCO ISLAND, 14.1166666667, 93.3666666667
MERGUI, 12.4333333333, 98.6
VICTORIA POINT, 9.96666666667, 98.5833333333
NAURU AIRPORT, -0.533333333333, 166.916666667
NAURU, -0.5, 166.916666667
NAURU ARC-2, -0.516666666667, 166.916666667
ILE SURPRISE, -18.4797222222, 163.086388889
ILE ART , -19.7211111111, 163.659722222
ILE LOOP , -19.9680555556, 158.475555556
KOUMAC , -20.5586111111, 164.284166667
OULOUP , -20.6388888889, 166.570833333
OUANAHAM , -20.7769444444, 167.240555556
POINDIMIE , -20.9325, 165.328055556
LA ROCHE , -21.4813888889, 168.035555556
LA TONTOUTA , -22.0169444444, 166.222222222
NOUMEA , -22.2761111111, 166.4525
MOUE , -22.5897222222, 167.452222222
MATTHEW , -22.3461111111, 171.358333333
KIUNGA W.O., -6.08333333333, 141.183333333
DARU W.O., -9.08333333333, 143.199722222
WEWAK W.O., -3.58333333333, 143.666388889
MT HAGEN ATS, -5.83333333333, 144.3
KOINAMBE, -5.48333333333, 144.6
GOROKA ATS, -6.06666666667, 145.383333333
KUNDIAWA, -6.01666666667, 144.966666667
KEREMA, -7.95, 145.766666667
OROBIGA, -5.78333333333, 140.333333333
MADANG W.O., -5.21666666667, 145.8
AIYURA, -6.31666666667, 145.9
AMBUNTI, -4.21666666667, 142.816666667
MENDI, -6.16666666667, 143.666388889
VANIMO, -2.7, 141.316666667
BULOLO, -7.2, 146.65
SARAMANDI, -4.08305555556, 144.083333333
LAKE KUTUBU, -6.36666666667, 143.3
PORT MORESBY W.O., -9.38333333333, 147.216666667
LOMBRUM, MANUS ISLAND, -2.41666666667, 147.383333333
BIPI, -2.01666666667, 146.983333333
MOMOTE W.O., -2.04972222222, 147.416666667
GREEN RIVER, -3.9, 141.183333333
NADZAB W.O., -6.56666666667, 146.716666667
ERAVE, -6.65, 143.883333333
SAFIA, -9.58333333333, 148.633333333
TUFI, -9.08333333333, 149.316666667
AGAUN, -9.96666666667, 149.383333333
KURADA, -10.05, 151.0
SIDEIA, -10.6166666667, 150.666666667
UVOL, -6.16666666667, 150.95
HOSKINS W.O., -5.46666666667, 150.4
DAMI, -5.48333333333, 150.4
KAVIENG W.O., -2.56666666667, 150.816666667
GURNEY W.O., -10.3166666667, 150.333333333
SALAMO, -9.66666666667, 150.783333333
NUGURIA, -3.31666666667, 154.666666667
NAMATANAI, -3.66666666667, 152.45
FENI, -4.01666666667, 153.666666667
MISIMA W.O., -10.6833333333, 152.833333333
JINJO, -11.3166666667, 154.233333333
NIMOWA, -11.3, 153.266666667
TOKUA W.O., -4.33305555556, 152.366666667
ITBAYAT, 20.8013888889, 121.851111111
CALAYAN, 19.2666666667, 121.471111111
BASCO RADAR, 20.4275, 121.970555556
BASCO, 20.45, 121.966666667
SINAIT SYNOPTIC STATION, 17.8897222222, 120.459722222
LAOAG, 18.1827777778, 120.534166667
APARRI RADAR, 18.3666666667, 121.616666667
APARRI, 18.3594444444, 121.630277778
TUGUEGARAO, 17.6375, 121.7525
STO. TOMAS, 16.3558333333, 120.559166667
CROW VALLEY GUNNERY RANGE, 15.3166666667, 120.383333333
NAULA POINT, 15.7, 119.966666667
IBA, 15.3261111111, 119.967777778
DAGUPAN, 16.0866666667, 120.351944444
BASA AB, 14.9833333333, 120.483333333
CLARK AB, 15.1852777778, 120.548888889
BAGUIO, 16.4036111111, 120.601111111
MUNOZ, 15.7355555556, 120.936666667
CABANATUAN, 15.4713888889, 120.951666667
BALER, 15.76, 121.563888889
BALER RADAR, 15.7488888889, 121.631944444
CASIGURAN, 16.2652777778, 122.128333333
MANILA, 14.5869444444, 120.978611111
SUBIC BAY WEATHER STATION, 14.7916666667, 120.270833333
TAYABAS, 14.0147222222, 121.601944444
SANGLEY POINT, 14.4913888889, 120.898333333
NINOY AQUINO INTERNATIONAL AIRPORT, 14.5069444444, 121.004166667
SCIENCE GARDEN, 14.6444444444, 121.044444444
CALAPAN, 13.4097222222, 121.189444444
AMBULONG, 14.09, 121.055
TANAY, 14.5813888889, 121.368888889
INFANTA, 14.7461111111, 121.648888889
ALABAT, 14.1055555556, 122.0175
FERNANDO AB, 13.95, 121.383333333
SAN FRANCISCO, 13.3666666667, 122.516666667
DAET, 14.1286111111, 122.9825
PILI, 13.58, 123.261944444
LEGASPI, 13.1505555556, 123.728333333
VIRAC, 13.5955555556, 124.211944444
CATANDUANES RADAR, 13.6544444444, 124.340555556
CORON, 12.2202777778, 120.199722222
SAN JOSE, 12.3608333333, 121.0475
ROMBLON, 12.5905555556, 122.275277778
ROXAS, 11.6, 122.749444444
MASBATE, 12.3661111111, 123.629166667
CATARMAN, 12.5052777778, 124.628333333
CATBALOGAN, 11.775, 124.884166667
TACLOBAN, 11.2255555556, 125.024722222
BORONGAN, 11.6608333333, 125.443611111
GUIUAN, 11.0452777778, 125.755555556
PUERTO PRINCESA, 9.74027777778, 118.758611111
CUYO, 10.8519444444, 121.007777778
ILOILO, 10.7127777778, 122.543055556
DUMAGUETE, 9.33305555556, 123.299166667
TAGBILARAN, 9.66666666667, 123.855555556
LAHUG, 10.3333333333, 123.9
MACTAN, 10.3222222222, 123.98
MAASIN, 10.1388888889, 124.86
SURIGAO, 9.7825, 125.489166667
BUGSUK, 8.18333333333, 117.3
DIPOLOG, 8.60333333333, 123.345
COTOBATO, 7.16222222222, 124.214722222
LUMBIA AIRPORT, 8.40888888889, 124.611666667
CAGAYAN DE ORO, 8.48361111111, 124.6475
MALAYBALAY, 8.15111111111, 125.133888889
BUTUAN, 8.94694444444, 125.482222222
DAVAO AIRPORT, 7.12777777778, 125.654722222
HINATUAN, 8.36638888889, 126.337777778
CAGAYAN DE TAWI-TAWI, 7.0, 118.083333333
JOLO, 6.05, 121.0
ZAMBOANGA, 6.91944444444, 122.063055556
GENERAL SANTOS, 6.05694444444, 125.103055556
PALANAN, 17.0666666667, 122.433333333
SINGAPORE/TENGAH, 1.38333333333, 103.716666667
SINGAPORE/SELETAR, 1.41666666667, 103.883333333
SINGAPORE/PAYA LEBAR, 1.36666666667, 103.916666667
SINGAPORE/CHANGI AIRPORT, 1.36666666667, 103.983333333
TARO ISLAND, -6.7, 156.383333333
MUNDA, -8.33333333333, 157.266666667
AUKI, -8.78333333333, 160.733333333
HONIARA, -9.41666666667, 159.966666667
HONIARA/HENDERSON, -9.41666666667, 160.05
KIRA KIRA, -10.4166666667, 161.916666667
SANTA CRUZ, -10.7, 165.8
MULLAITTIVU, 9.26666666667, 80.8166666667
VAVUNIYA, 8.75, 80.5
TRINCOMALEE, 8.58333333333, 81.25
ANURADHAPURA, 8.33333333333, 80.4166666667
MAHA ILLUPPALLAMA, 8.11666666667, 80.4666666667
BATTICALOA, 7.71666666667, 81.7
KURUNEGALA, 7.46666666667, 80.3666666667
KANDY, 7.33333333333, 80.6333333333
NUWARA ELIYA, 6.96666666667, 80.7666666667
BANDARAWELA, 6.83333333333, 80.9833333333
BADULLA, 6.98333333333, 81.05
RATNAPURA, 6.68333333333, 80.4
GALLE, 6.03333333333, 80.2166666667
HAMBANTOTA, 6.11666666667, 81.1333333333
MAE HONG SON, 19.2988888889, 97.9755555556
CHIANG RAI, 19.9613888889, 99.8811111111
THUNG CHANG, 19.4077777778, 100.881944444
PHAYAO, 19.1930555556, 99.8836111111
THA WANG PHA, 19.1230555556, 100.813055556
THOEN, 17.6363888889, 99.2447222222
MAE SARIANG, 18.175, 97.9336111111
CHIANG MAI, 18.7702777778, 98.9683333333
LAMPANG, 18.2780555556, 99.5063888889
LAMPHUN, 18.5663888889, 99.0383333333
PHRAE, 18.1283333333, 100.162222222
NAN, 18.7669444444, 100.763333333
UTTARADIT, 17.6244444444, 100.096944444
NONG KHAI, 17.865, 102.747222222
LOEI, 17.4525, 101.730555556
UDON THANI, 17.3769444444, 102.809444444
SAKON NAKHON, 17.16, 104.133333333
NAKHON PHANOM, 17.4166666667, 104.783333333
SUKHOTHAI, 17.1069444444, 99.8002777778
LOM SAK, 16.7736111111, 101.245
MAE SOT, 16.7025, 98.5416666667
TAK, 16.8797222222, 99.14
BHUMIBOL DAM, 17.2438888889, 99.0025
PHITSANULOK, 16.7961111111, 100.275833333
PHETCHABUN, 16.4347222222, 101.151666667
KAM PHAENG PHET, 16.4866666667, 99.5269444444
KHON KAEN, 16.4608333333, 102.789444444
KOSUM PHISAI, 16.2452777778, 103.069444444
MUKDAHAN, 16.5333333333, 104.716666667
UMPHANG, 16.0252777778, 98.86
KAMALASAI, 16.3319444444, 103.587222222
NAKHON SAWAN, 15.6716666667, 100.131944444
CHAIYAPHUM, 15.8116666667, 102.029166667
ROI ET, 16.0516666667, 103.664166667
UBON RATCHATHANI, 15.25, 104.866666667
WICHIAN BURI, 15.6569444444, 101.105277778
THA TUM, 15.3161111111, 103.680277778
BUA CHUM, 15.2666666667, 101.187222222
THONG PHA PHUM, 14.7419444444, 98.6363888889
SUPHAN BURI, 14.4744444444, 100.138888889
LOP BURI, 14.7997222222, 100.628055556
PRACHIN BURI, 14.0508333333, 101.368888889
NAKHON RATCHASIMA, 14.9680555556, 102.085833333
SURIN, 14.8738888889, 103.499444444
CHOK CHAI, 14.7377777778, 102.168055556
NANG RONG, 14.6308333333, 102.721111111
BURIRAM, 15.2344444444, 103.251388889
KABIN BURI, 13.9855555556, 101.704444444
SRAKAEW, 13.7919444444, 102.032222222
KANCHANA BURI, 14.0225, 99.5358333333
BANGKOK PORT, 13.7069444444, 100.567777778
BANGKOK METROPOLIS, 13.7263888889, 100.56
DON MUANG, 13.9166666667, 100.6
BANGKOK PILOT, 13.3772222222, 100.599444444
CHON BURI, 13.3552777778, 100.981944444
KO SICHANG, 13.1625, 100.8025
PHATTHAYA, 12.9230555556, 100.865277778
ARANYAPRATHET, 13.6886111111, 102.504166667
LAEM CHABANG, 13.0777777778, 100.873888889
PHETCHABURI, 12.9994444444, 100.060555556
HUA HIN, 12.5777777778, 99.9538888889
SATTAHIP, 12.6913888889, 100.985277778
RAYONG, 12.6333333333, 101.340555556
CHANTHA BURI, 12.6094444444, 102.103888889
PRACHUAP KHIRIKHAN, 11.835, 99.8102777778
KHLONG YAI, 11.7802777778, 102.878055556
CHUMPHON, 10.4983333333, 99.1883333333
RANONG, 9.98333333333, 98.6166666667
KO SAMUI, 9.44888888889, 100.036666667
SURAT THANI, 9.13388888889, 99.1519444444
NAKHONSI THAMMARAT, 8.54416666667, 99.9427777778
KHANOM, 9.25, 99.8666666667
PHRASANG, 8.57, 99.2580555556
CHAWANG, 8.42416666667, 99.5063888889
TAKUA PA, 8.68388888889, 98.2522222222
KRABI, 8.10333333333, 98.9752777778
PHUKET, 7.88333333333, 98.4
PHUKET AIRPORT, 8.145, 98.3144444444
KO LANTA, 7.53333333333, 99.05
TRANG, 7.51666666667, 99.6166666667
SONGKHLA, 7.18194444444, 100.607222222
HAT YAI AIRPORT, 6.9375, 100.395277778
SATUN, 6.65361111111, 100.082777778
SA DAO, 6.78722222222, 100.412777778
PATTANI, 6.79, 101.146944444
NARATHIWAT, 6.42666666667, 101.825
NANUMEA, -5.66666666667, 176.133333333
NUI, -7.23333333333, 177.15
FUNAFUTI, -8.5, 179.216666667
FUNAFUTI, -8.51666666667, 179.216666667
NIULAKITA, -10.75, 179.5
LINUA AIRPORT AWS , -13.3166666667, 166.616666667
SOLA , -13.85, 167.55
PEKOA AIRPORT , -15.5166666667, 167.216666667
LAMAP , -16.4166666667, 167.8
BAUERFIELD , -17.7, 168.3
WHITE GRASS AIRPORT, -19.45, 169.216666667
ANEITYUM, -20.2333333333, 169.766666667
LAO CAI, 22.5, 103.966666667
SON LA, 21.3333333333, 103.9
CAO BANG, 22.6666666667, 106.25
HA NOI, 21.0333333333, 105.8
NAM DINH, 20.4333333333, 106.15
PHU LIEN, 20.8, 106.633333333
LANG SON, 21.8333333333, 106.766666667
BACH LONG VI, 20.1333333333, 107.716666667
THANH HOA, 19.75, 105.783333333
VINH, 18.6666666667, 105.683333333
DONG HOI, 17.4833333333, 106.6
HUE, 16.4333333333, 107.583333333
DA NANG, 16.0666666667, 108.35
HOANG SA , 16.55, 111.616666667
QUY NHON, 13.7666666667, 109.216666667
NHA TRANG, 12.2166666667, 109.216666667
PHAN THIET, 10.9333333333, 108.1
SONG TU TAY , 11.4166666667, 114.333333333
TAN SON HOA, 10.8166666667, 106.666666667
CA MAU, 9.18333333333, 105.15
THO CHU, 9.28333333333, 103.466666667
PHU QUOC, 10.2166666667, 103.966666667
CON SON, 8.68333333333, 106.6
HUYEN TRAN, 8.01666666667, 110.616666667
TRUONG SA, 8.65, 111.916666667
DOI ANG KHANG, 19.9327777778, 99.0452777778
CHAING RAI AGROMET, 19.8725, 99.7791666667
MAE JO AGROMET, 18.9166666667, 99.0
NAN AGROMET, 18.8636111111, 100.741666667
LAMPANG AGROMET, 18.325, 99.3011111111
LOEI AGROMET, 17.4091666667, 101.729444444
SAKON NAKHON AGROMET, 17.1166666667, 104.05
NAKHON PHANOM AGROMET, 17.4333333333, 104.783333333
NONGBUALAMPHU, 17.2319444444, 102.429444444
SI SAMRONG AGROMET, 17.1611111111, 99.8616666667
THAPHRA AGROMET, 16.335, 102.826666667
PICHIT AGROMET, 16.3383333333, 100.366944444
DOI MU SOE AGROMET, 16.7522222222, 98.9355555556
TAKFA AGROMET, 15.3491666667, 100.530277778
CHAI NAT AGROMET, 15.1580555556, 100.191388889
ROI ET AGROMET, 16.0730555556, 103.608333333
UBON RATCHATHANI AGROMET, 15.2333333333, 105.033333333
SISAKET AGROMET, 15.0852777778, 104.330555556
AYUTTHAYA AGROMET, 14.5347222222, 100.725
PATHUMTHANI AGROMET, 14.1161111111, 100.620555556
SAMUTPRAKAN AGROMET, 13.5166666667, 100.761666667
U THONG AGROMET, 14.3036111111, 99.8644444444
SUVARNABHUMI INTERNATIONAL AIRPORT, 13.6863888889, 100.7675
SURIN AGROMET, 14.8908333333, 103.452222222
PAK CHONG AGROMET, 14.6419444444, 101.321388889
NAKHONPATHOM AGROMET, 14.0116666667, 99.97
BANGNA AGROMET, 13.6663888889, 100.606111111
CHACHOENGSAO AGROMET, 13.5672222222, 101.454444444
RATCHA BURI AGROMET, 13.4872222222, 99.7955555556
NONG PHLUB AGROMET, 12.5888888889, 99.7344444444
HUAI PONG AGROMET, 12.7344444444, 101.135277778
PHLIU AGROMET, 12.5102777778, 102.169722222
SAWI AGROMET, 10.3305555556, 99.0925
NAKHONSI THAMMARAT AGROMET, 8.35916666667, 100.059444444
SURAT THANI AGROMET, 9.14277777778, 99.6361111111
PHATTHALUNG AGROMET, 7.58055555556, 100.166111111
KHO HONG AGROMET, 7.01555555556, 100.501666667
YALA AGROMET, 6.51527777778, 101.273333333
CENTRAL ARNHEM PLATEAU, -13.3275, 133.086111111
SCHERGER RAAF, -12.6166666667, 142.086944444
CAPE FLATTERY, -14.9672222222, 145.310555556
TRUSCOTT, -14.09, 126.386666667
MANINGRIDA AERO, -12.0569444444, 134.233888889
GEORGETOWN AIRPORT, -18.3038888889, 143.530555556
CENTURY MINE, -18.7569444444, 138.705555556
MIDDLE PERCY ISLAND, -21.6627777778, 150.271111111
ST LAWRENCE, -22.3472222222, 149.524166667
WILLIAMSON, -22.4702777778, 150.178611111
POTTUVIL, 6.88333333333, 81.8333333333
TIEBAGHI RADAR, -20.4597222222, 164.214722222
PREY VENG, 11.4666666667, 105.316666667
HALDIA, 22.0666666667, 88.0666666667
LENGPUI, 23.8333333333, 92.6166666667
BILASPUR, 22.1, 82.1666666667
BASIRHAT, 22.65, 88.8666666667
MANA, 21.2333333333, 81.65
RAIPUR, 21.2166666667, 81.6666666667
RAJNANDGAON, 21.1, 81.0333333333
SAMNEUA, 20.4166666667, 104.066666667
PARKXANH, 18.3666666667, 103.65
HAKHA, 22.65, 93.6166666667
KYAUKTAW, 20.85, 92.6333333333
MANAUNG, 18.85, 93.7333333333
GWA, 17.5830555556, 94.5833333333
PHYAPON, 16.2666666667, 95.6666666667
HA DONG, 20.9666666667, 105.766666667
NGUKURR AIRPORT, -14.7236111111, 134.745277778
CROKER ISLAND AIRPORT, -11.1627777778, 132.481111111
MURGANELLA AIRSTRIP, -11.5483333333, 132.926388889
OENPELLI AIRPORT, -12.3269444444, 133.007222222
ARLINGTON REEF, -16.7222222222, 146.112222222
URANDANGI AERODROME, -21.5975, 138.366111111
CLERMONT AIRPORT, -22.7755555556, 147.621666667
ROLLESTON AIRPORT, -24.4616666667, 148.626388889
MORANBAH AIRPORT, -22.0644444444, 148.076111111
LOCHINGTON, -23.9425, 147.525
CAPE CUVIER WHARF, -24.2166666667, 113.383333333
HONIARA/HENDERSON AWS, -9.42944444444, 160.046944444
BADALGACHHI, NAOGAON, 24.5805555556, 88.5366666667
NETROKONA SADAR, 24.8861111111, 90.7291666667
TARASH, SIRAJGANI, 24.2594444444, 89.2291666667
NIKLI, KISHORGANJ, 24.3252777778, 90.9391666667
KUMARKHALI, KUSHTIA, 23.52, 89.1463888889
GOPALGANJ SADAR, 23.0130555556, 89.8222222222
DIGHINALA, KHAGRACHHORI, 23.2408333333, 92.0641666667
BANDARBAN SADAR, 22.1997222222, 92.2166666667
PAILIN, 12.8, 102.6
PREAH VIHEAR, 14.1, 105.15
KOMPONG THOM, 12.6833333333, 104.9
KOMPONG CHNANG, 12.2166666667, 104.666666667
BANTEAY MEANCHEY, 13.6166666667, 102.966666667
KRATIE, 12.4833333333, 106.166666667
MONDOL KIRI, 12.45, 107.183333333
RATTANAKIRI, 13.7333333333, 106.983333333
KOH KONG, 11.6333333333, 102.983333333
KANDAL, 11.6, 104.816666667
KOMPONG SPEU, 11.4666666667, 104.566666667
TAKEO, 10.9833333333, 104.8
MOGOKE, 22.92, 96.5
SAGAING, 21.8797222222, 95.9597222222
PYINOOLWIN, 22.0297222222, 96.4597222222
CHAUK, 20.8797222222, 94.8197222222
NAMSAM, 20.89, 97.73
MAGWAY, 20.1497222222, 94.95
HMAWBI, 17.1097222222, 96.03
UTHAITHANI, 15.3741666667, 100.038888889
SAMUTSONGKRAM, 13.4077777778, 100.032222222
NHA BE, 10.65, 106.716666667
NOONAMAH AIRSTRIP, -12.61, 131.047222222
MORNINGTON ISLAND AIRPORT, -16.6619444444, 139.165555556
LAKE JULIUS AWS, -20.1166666667, 139.725555556
NEW MAY DOWNS, -20.59, 139.341111111
BLACKWATER AIRPORT, -23.6013888889, 148.8075
NADI, -17.76, 177.449722222
TINGOA, -11.5452777778, 160.063611111
SARATMATA, -15.2833333333, 167.983333333
SAINT MARTIN, COXS BAZAR, 20.6027777778, 92.3283333333
